enrollee_id,city,relevent_experience,education_level,major_discipline,experience,company_size,last_new_job,training_hours,target
16256,city_103,Has relevent experience,Primary School,,>20,1000-4999,>4,88,0
1906,city_90,Has relevent experience,Graduate,STEM,11,<10,1,78,0
25469,city_103,Has relevent experience,Graduate,STEM,7,100-500,1,74,0
24883,city_114,No relevent experience,Graduate,STEM,<1,,>4,41,0
32946,city_159,No relevent experience,High School,,1,,never,74,0
24431,city_67,No relevent experience,Masters,STEM,2,500-999,1,21,0
16038,city_159,No relevent experience,Graduate,STEM,3,1000-4999,never,20,0
18601,city_21,No relevent experience,Masters,STEM,14,,1,17,0
14136,city_103,Has relevent experience,Masters,STEM,>20,<10,>4,25,0
5862,city_103,Has relevent experience,Graduate,Humanities,>20,,>4,37,0
13640,city_71,Has relevent experience,Masters,STEM,15,50-99,1,46,0
12713,city_114,Has relevent experience,Phd,Humanities,1,50-99,1,10,0
9525,city_90,No relevent experience,Masters,STEM,11,,never,18,0
11223,city_41,Has relevent experience,,,4,50-99,1,89,0
10800,city_103,Has relevent experience,Phd,STEM,>20,100-500,>4,128,0
10115,city_160,Has relevent experience,Graduate,STEM,7,,2,14,0
10839,city_16,No relevent experience,Masters,STEM,3,50-99,1,29,0
3418,city_69,Has relevent experience,Graduate,STEM,6,1000-4999,1,45,0
8800,city_103,No relevent experience,Graduate,STEM,2,50-99,2,31,0
32599,city_114,Has relevent experience,Graduate,STEM,6,50-99,4,80,1
11954,city_57,Has relevent experience,Masters,STEM,>20,<10,>4,226,0
23470,city_73,Has relevent experience,Graduate,STEM,>20,5000-9999,>4,34,0
22807,city_114,Has relevent experience,High School,,7,100-500,2,250,0
14245,city_103,Has relevent experience,Graduate,STEM,19,500-999,1,198,0
18089,city_21,No relevent experience,Graduate,STEM,<1,,1,50,1
6099,city_10,No relevent experience,High School,,5,50-99,2,62,0
29366,city_103,Has relevent experience,Graduate,Humanities,5,50-99,>4,135,0
5365,city_21,Has relevent experience,,,5,,4,50,1
6357,city_114,Has relevent experience,Graduate,STEM,12,,never,37,0
1303,city_75,No relevent experience,Graduate,Other,>20,,>4,13,0
14492,city_21,Has relevent experience,Masters,STEM,3,10-49,2,96,1
28979,city_73,No relevent experience,Graduate,STEM,7,,2,21,1
26921,city_61,Has relevent experience,Graduate,STEM,9,10-49,1,35,0
26414,city_72,Has relevent experience,Graduate,STEM,16,,>4,4,1
6897,city_102,Has relevent experience,Masters,STEM,20,1000-4999,1,3,0
25718,city_103,Has relevent experience,Graduate,Humanities,5,100-500,>4,224,0
26105,city_73,Has relevent experience,Graduate,STEM,>20,10000+,2,74,0
33023,city_160,Has relevent experience,Masters,STEM,>20,50-99,>4,108,0
33301,city_21,Has relevent experience,Masters,STEM,14,10-49,2,268,1
17961,city_149,Has relevent experience,Graduate,STEM,6,50-99,2,86,0
6850,city_104,Has relevent experience,High School,,>20,50-99,>4,90,0
22845,city_21,Has relevent experience,Graduate,STEM,5,100-500,3,166,1
1038,city_16,Has relevent experience,Graduate,STEM,13,<10,>4,24,0
16280,city_21,No relevent experience,Graduate,STEM,5,10000+,1,5,0
21652,city_21,No relevent experience,Graduate,STEM,5,,never,15,0
18673,city_104,Has relevent experience,Graduate,STEM,9,500-999,1,54,0
7990,city_45,Has relevent experience,Graduate,STEM,9,100-500,>4,19,0
6668,city_11,Has relevent experience,Graduate,STEM,9,100-500,2,4,1
2304,city_77,Has relevent experience,Graduate,STEM,15,10-49,4,310,0
29544,city_36,Has relevent experience,Graduate,STEM,11,50-99,1,54,0
4355,city_75,No relevent experience,Masters,STEM,4,5000-9999,never,6,0
26886,city_67,No relevent experience,Graduate,STEM,>20,,>4,34,1
21464,city_149,No relevent experience,High School,,2,,1,32,1
7637,city_152,No relevent experience,Masters,STEM,3,,,157,1
28745,city_103,Has relevent experience,Graduate,STEM,7,100-500,2,90,0
9287,city_16,Has relevent experience,Graduate,STEM,>20,1000-4999,3,35,0
8456,city_103,Has relevent experience,Graduate,STEM,>20,100-500,2,108,0
31184,city_114,Has relevent experience,Masters,STEM,8,10-49,1,130,0
4821,city_21,Has relevent experience,Graduate,STEM,9,1000-4999,>4,314,1
718,city_103,Has relevent experience,Graduate,STEM,8,,2,37,1
22074,city_103,Has relevent experience,Graduate,STEM,8,100-500,3,72,0
16734,city_103,No relevent experience,,,5,,never,12,0
2698,city_36,No relevent experience,Graduate,No Major,12,10000+,3,68,0
23308,city_103,No relevent experience,Graduate,STEM,<1,,1,176,0
18536,city_21,Has relevent experience,Graduate,STEM,4,1000-4999,3,64,0
31956,city_142,Has relevent experience,Graduate,STEM,10,100-500,2,282,1
30911,city_45,Has relevent experience,High School,,9,100-500,1,69,0
32306,city_21,Has relevent experience,Graduate,STEM,14,10000+,1,14,1
21587,city_145,No relevent experience,Graduate,STEM,<1,10-49,1,18,1
17878,city_114,Has relevent experience,,,>20,,>4,16,0
8960,city_114,Has relevent experience,Graduate,STEM,13,50-99,3,48,0
5211,city_90,No relevent experience,Masters,STEM,<1,50-99,,29,0
4436,city_103,Has relevent experience,Graduate,STEM,>20,,>4,86,0
25507,city_104,Has relevent experience,Graduate,STEM,6,50-99,1,53,0
20936,city_103,Has relevent experience,Masters,STEM,15,,>4,42,1
26874,city_100,No relevent experience,Masters,STEM,>20,100-500,1,64,0
13303,city_160,No relevent experience,Masters,STEM,9,50-99,>4,26,1
3115,city_21,Has relevent experience,Graduate,STEM,1,<10,1,38,1
10270,city_104,Has relevent experience,Masters,STEM,>20,100-500,>4,37,0
6895,city_103,Has relevent experience,Graduate,STEM,8,100-500,2,9,0
17138,city_21,Has relevent experience,Graduate,STEM,8,10000+,never,37,1
3805,city_73,Has relevent experience,Masters,STEM,4,500-999,1,92,0
2886,city_103,No relevent experience,Graduate,STEM,>20,500-999,>4,50,0
17717,city_103,No relevent experience,Graduate,STEM,2,,2,94,1
19334,city_103,Has relevent experience,Graduate,STEM,>20,100-500,2,24,0
28328,city_16,Has relevent experience,High School,,10,,4,38,0
27200,city_73,Has relevent experience,Graduate,Arts,>20,,1,240,0
28012,city_118,No relevent experience,High School,,3,10-49,1,18,0
31717,city_19,No relevent experience,Graduate,STEM,12,,never,59,1
11047,city_138,No relevent experience,High School,,3,,never,9,0
4006,city_103,No relevent experience,Graduate,STEM,6,,never,53,1
6631,city_21,Has relevent experience,Graduate,STEM,4,50-99,1,100,0
23232,city_160,Has relevent experience,Graduate,Business Degree,1,<10,1,10,0
25546,city_160,Has relevent experience,Graduate,Humanities,2,50-99,1,107,0
65,city_103,Has relevent experience,Graduate,Other,2,50-99,1,8,0
31382,city_103,Has relevent experience,Masters,Humanities,>20,5000-9999,>4,50,0
26338,city_71,Has relevent experience,Graduate,STEM,4,10000+,1,39,0
14655,city_114,Has relevent experience,High School,,>20,50-99,>4,52,0
11099,city_11,Has relevent experience,Graduate,STEM,,1000-4999,,46,0
21782,city_103,Has relevent experience,High School,,4,50-99,1,44,0
22210,city_28,Has relevent experience,Masters,STEM,>20,,4,123,0
1723,city_21,Has relevent experience,Graduate,STEM,8,10000+,2,107,0
18821,city_65,Has relevent experience,Masters,STEM,10,500-999,1,32,0
10193,city_100,No relevent experience,High School,,9,,never,29,0
11997,city_123,Has relevent experience,Masters,STEM,12,10-49,1,50,0
31255,city_16,No relevent experience,Masters,STEM,3,100-500,1,94,0
2147,city_21,Has relevent experience,Graduate,STEM,15,10000+,>4,21,0
2240,city_21,Has relevent experience,Graduate,STEM,2,10-49,2,50,1
29826,city_118,No relevent experience,High School,,<1,,never,24,1
9982,city_28,No relevent experience,High School,,5,,2,96,0
15754,city_28,No relevent experience,High School,,1,50-99,1,99,0
18818,city_103,Has relevent experience,Graduate,STEM,7,,3,132,0
28837,city_103,Has relevent experience,Masters,STEM,>20,,1,40,1
7056,city_10,Has relevent experience,Graduate,Other,15,10-49,never,164,0
22725,city_21,No relevent experience,Masters,STEM,4,,never,12,0
30575,city_46,Has relevent experience,Masters,STEM,11,,1,6,1
11083,city_73,Has relevent experience,Graduate,STEM,14,5000-9999,>4,56,0
6436,city_19,Has relevent experience,Graduate,STEM,5,1000-4999,never,192,0
16398,city_114,Has relevent experience,Masters,STEM,>20,100-500,>4,22,0
12302,city_103,Has relevent experience,Masters,STEM,>20,10000+,4,4,0
20623,city_16,Has relevent experience,Masters,STEM,>20,50-99,>4,82,0
13794,city_160,Has relevent experience,Graduate,STEM,6,100-500,1,100,0
29296,city_16,No relevent experience,Masters,Other,5,100-500,1,100,0
26557,city_103,Has relevent experience,Graduate,STEM,>20,,>4,157,0
11173,city_136,No relevent experience,Graduate,STEM,5,,never,13,0
20338,city_145,No relevent experience,High School,,4,,1,73,1
9183,city_21,Has relevent experience,Graduate,STEM,12,50-99,>4,17,0
32517,city_103,No relevent experience,Graduate,STEM,>20,10000+,1,89,0
2747,city_16,Has relevent experience,Graduate,STEM,15,100-500,1,16,0
5444,city_103,Has relevent experience,Phd,STEM,15,100-500,2,56,0
17631,city_67,No relevent experience,Primary School,,2,,1,95,0
2293,city_128,Has relevent experience,Graduate,STEM,<1,50-99,1,22,1
18040,city_16,Has relevent experience,Masters,STEM,9,100-500,1,112,0
4445,city_21,Has relevent experience,Masters,STEM,9,100-500,2,48,0
28987,city_21,No relevent experience,High School,,4,<10,never,109,0
17534,city_160,Has relevent experience,High School,,3,50-99,1,264,0
11825,city_114,Has relevent experience,Masters,Humanities,18,50-99,>4,78,0
19293,city_103,Has relevent experience,Graduate,STEM,9,,1,131,0
17650,city_138,Has relevent experience,Graduate,STEM,>20,100-500,>4,94,0
11937,city_149,Has relevent experience,Graduate,STEM,4,100-500,1,105,0
23077,city_71,Has relevent experience,Masters,STEM,>20,,>4,104,0
83,city_74,Has relevent experience,Graduate,STEM,5,50-99,1,62,0
27222,city_21,No relevent experience,Graduate,STEM,5,100-500,1,160,0
28650,city_71,Has relevent experience,Graduate,STEM,13,10000+,1,16,0
2477,city_21,Has relevent experience,Masters,Other,11,,>4,77,1
1320,city_16,Has relevent experience,Masters,STEM,13,100-500,>4,34,0
18501,city_65,Has relevent experience,Graduate,STEM,15,,>4,6,0
14674,city_64,No relevent experience,Graduate,STEM,14,5000-9999,3,71,0
14531,city_136,Has relevent experience,Masters,STEM,11,10000+,>4,100,0
12516,city_71,Has relevent experience,,,>20,,>4,38,0
2168,city_89,No relevent experience,Graduate,STEM,2,100-500,1,4,0
1386,city_16,Has relevent experience,Graduate,STEM,10,10000+,1,112,0
33262,city_74,Has relevent experience,Graduate,STEM,8,,1,105,0
4019,city_103,Has relevent experience,Graduate,STEM,4,100-500,1,58,0
3123,city_16,Has relevent experience,Graduate,STEM,>20,100-500,>4,28,0
33147,city_103,No relevent experience,Primary School,,3,,never,198,0
4252,city_103,Has relevent experience,Masters,Other,>20,,>4,14,0
24504,city_73,Has relevent experience,Graduate,STEM,5,500-999,1,7,0
15767,city_136,Has relevent experience,Graduate,STEM,4,100-500,3,40,0
11497,city_16,Has relevent experience,Graduate,STEM,7,10-49,4,27,0
12124,city_160,Has relevent experience,Graduate,STEM,11,<10,2,17,0
2272,city_100,Has relevent experience,Graduate,STEM,14,1000-4999,1,19,0
21288,city_74,Has relevent experience,Graduate,STEM,3,50-99,1,62,1
21553,city_83,Has relevent experience,Graduate,STEM,15,100-500,>4,7,0
24515,city_136,Has relevent experience,Masters,STEM,10,,1,106,0
17807,city_114,Has relevent experience,,,>20,100-500,>4,55,0
23182,city_25,Has relevent experience,Graduate,STEM,6,50-99,1,204,0
18798,city_21,Has relevent experience,Graduate,STEM,7,,never,68,0
7138,city_71,Has relevent experience,Graduate,STEM,4,10-49,2,43,0
11865,city_16,Has relevent experience,Phd,STEM,>20,500-999,1,18,0
30408,city_114,Has relevent experience,Graduate,STEM,5,50-99,1,8,0
16833,city_16,Has relevent experience,Masters,Business Degree,>20,10000+,>4,79,0
29324,city_136,No relevent experience,Graduate,STEM,4,,never,14,1
13497,city_16,Has relevent experience,Graduate,STEM,14,500-999,>4,82,0
3242,city_165,No relevent experience,High School,,2,<10,1,10,0
25234,city_67,Has relevent experience,Masters,STEM,14,10000+,4,12,1
14536,city_103,No relevent experience,Masters,Business Degree,19,,>4,146,0
21645,city_50,Has relevent experience,Masters,STEM,10,10000+,1,55,0
4157,city_114,No relevent experience,High School,,3,1000-4999,1,166,0
4257,city_134,No relevent experience,,,1,,never,68,0
24173,city_11,No relevent experience,Graduate,No Major,<1,,4,158,0
11477,city_126,Has relevent experience,Graduate,STEM,2,100-500,1,43,0
8576,city_103,Has relevent experience,Graduate,STEM,>20,10000+,>4,8,0
21884,city_103,Has relevent experience,Masters,STEM,16,50-99,>4,42,0
13916,city_103,No relevent experience,High School,,5,,never,81,0
24437,city_103,Has relevent experience,Graduate,Arts,2,1000-4999,2,46,0
31151,city_103,Has relevent experience,Graduate,STEM,3,50-99,1,14,0
14168,city_114,No relevent experience,Graduate,STEM,3,50-99,1,59,0
33302,city_73,Has relevent experience,Graduate,STEM,6,10-49,1,7,0
26649,city_71,Has relevent experience,Graduate,STEM,18,<10,>4,92,0
8344,city_103,Has relevent experience,Graduate,STEM,>20,500-999,>4,40,0
9424,city_103,Has relevent experience,Graduate,Arts,9,100-500,4,16,0
13868,city_104,No relevent experience,Graduate,STEM,2,,,34,0
22749,city_54,Has relevent experience,Graduate,STEM,9,100-500,1,10,0
2906,city_105,Has relevent experience,Graduate,STEM,4,100-500,3,39,0
19634,city_114,Has relevent experience,Masters,STEM,>20,500-999,>4,4,0
11752,city_16,No relevent experience,Primary School,,1,,never,7,0
22474,city_71,Has relevent experience,Masters,STEM,16,50-99,>4,120,0
10450,city_21,Has relevent experience,Graduate,STEM,6,10-49,2,70,1
12135,city_116,Has relevent experience,Graduate,STEM,8,50-99,1,88,0
26284,city_103,No relevent experience,Graduate,Business Degree,7,1000-4999,1,60,0
16146,city_103,Has relevent experience,Graduate,Humanities,4,10-49,1,13,0
28547,city_103,Has relevent experience,Graduate,STEM,>20,10000+,1,69,0
20787,city_16,Has relevent experience,Phd,STEM,>20,5000-9999,1,30,0
5949,city_114,Has relevent experience,Masters,STEM,>20,500-999,>4,268,0
25167,city_21,No relevent experience,Graduate,STEM,10,10-49,1,33,1
6716,city_16,Has relevent experience,Masters,STEM,>20,1000-4999,1,82,0
21812,city_160,Has relevent experience,Graduate,STEM,6,50-99,1,36,0
18538,city_64,Has relevent experience,Masters,Humanities,4,10-49,1,12,0
30138,city_101,No relevent experience,Graduate,STEM,6,,1,21,0
815,city_103,No relevent experience,Graduate,STEM,9,10000+,>4,68,0
8727,city_103,Has relevent experience,Graduate,STEM,15,50-99,1,51,0
15873,city_13,Has relevent experience,Masters,,>20,10-49,4,34,0
21635,city_21,Has relevent experience,Graduate,STEM,,5000-9999,1,242,0
29363,city_46,No relevent experience,Graduate,STEM,4,,never,113,1
23569,city_103,Has relevent experience,Graduate,STEM,>20,,1,42,0
17792,city_14,No relevent experience,Primary School,,7,,never,85,0
4770,city_159,No relevent experience,,,4,,never,62,0
32793,city_114,Has relevent experience,High School,,>20,<10,never,34,0
14614,city_21,Has relevent experience,Graduate,STEM,3,100-500,1,53,1
15548,city_104,Has relevent experience,Graduate,STEM,5,100-500,1,128,0
6033,city_16,Has relevent experience,Graduate,STEM,6,<10,4,35,0
7549,city_103,Has relevent experience,Graduate,STEM,8,1000-4999,>4,14,0
8384,city_53,Has relevent experience,Phd,STEM,9,10-49,1,144,0
23322,city_103,Has relevent experience,Graduate,STEM,15,10000+,>4,31,1
22289,city_103,Has relevent experience,Graduate,STEM,8,50-99,>4,25,0
14272,city_103,Has relevent experience,Masters,Humanities,>20,100-500,1,54,0
17068,city_103,Has relevent experience,Graduate,STEM,3,100-500,1,81,1
12816,city_16,No relevent experience,High School,,4,,1,52,0
22952,city_114,Has relevent experience,Graduate,STEM,5,50-99,1,6,0
18052,city_103,No relevent experience,Primary School,,7,,1,32,0
11746,city_21,Has relevent experience,Graduate,STEM,6,10000+,3,23,1
3470,city_71,Has relevent experience,Graduate,STEM,16,50-99,4,75,0
17588,city_114,Has relevent experience,Phd,STEM,17,100-500,3,156,1
1368,city_160,Has relevent experience,Graduate,STEM,3,10000+,1,17,0
14899,city_31,No relevent experience,Masters,STEM,10,,1,30,1
32934,city_104,Has relevent experience,Graduate,STEM,15,100-500,>4,17,0
13533,city_97,Has relevent experience,,,7,10-49,4,80,1
4207,city_103,Has relevent experience,Graduate,Arts,>20,500-999,2,39,0
26832,city_114,Has relevent experience,High School,,>20,10000+,>4,51,0
8548,city_21,Has relevent experience,Masters,STEM,9,1000-4999,>4,52,0
959,city_16,Has relevent experience,Masters,STEM,>20,10000+,never,29,0
21389,city_11,Has relevent experience,Graduate,STEM,6,<10,2,138,0
28722,city_21,Has relevent experience,Graduate,STEM,6,500-999,never,12,0
17466,city_21,No relevent experience,Graduate,STEM,<1,,never,20,1
27588,city_103,No relevent experience,High School,,6,,1,82,0
19346,city_160,No relevent experience,Graduate,STEM,19,,4,21,1
1762,city_103,No relevent experience,Graduate,STEM,6,5000-9999,>4,18,0
18584,city_21,Has relevent experience,Graduate,STEM,11,10000+,>4,7,1
18547,city_21,Has relevent experience,Graduate,Other,<1,10-49,1,5,1
18008,city_114,Has relevent experience,High School,,7,,2,41,0
21281,city_75,No relevent experience,Graduate,STEM,3,1000-4999,2,184,0
3330,city_103,Has relevent experience,Masters,Arts,10,10000+,1,34,0
32728,city_103,Has relevent experience,Graduate,STEM,7,50-99,1,27,0
2653,city_23,No relevent experience,High School,,2,5000-9999,1,168,0
4507,city_67,Has relevent experience,High School,,16,50-99,2,34,0
15318,city_139,No relevent experience,Graduate,STEM,3,,never,55,1
28703,city_136,Has relevent experience,Graduate,STEM,13,100-500,1,31,0
23941,city_103,Has relevent experience,Masters,STEM,>20,,>4,34,0
3977,city_23,Has relevent experience,Graduate,STEM,10,<10,2,108,0
8507,city_103,Has relevent experience,Graduate,Other,5,50-99,2,154,0
20888,city_114,Has relevent experience,Masters,STEM,8,100-500,2,15,1
28419,city_16,No relevent experience,Graduate,STEM,5,,1,100,0
21732,city_21,No relevent experience,High School,,3,,never,26,1
13398,city_105,Has relevent experience,Masters,STEM,1,<10,1,108,0
1741,city_21,Has relevent experience,Graduate,STEM,2,,1,10,0
19704,city_16,Has relevent experience,Graduate,STEM,13,<10,1,63,0
24942,city_21,Has relevent experience,Graduate,STEM,8,10000+,,91,0
23769,city_101,Has relevent experience,Graduate,STEM,3,50-99,2,330,0
7384,city_114,Has relevent experience,Masters,STEM,>20,1000-4999,>4,74,0
2468,city_159,Has relevent experience,Graduate,STEM,11,,1,198,0
7421,city_16,Has relevent experience,High School,,4,,1,144,0
23402,city_21,No relevent experience,High School,,3,,never,129,1
15215,city_16,Has relevent experience,Graduate,STEM,>20,50-99,>4,105,0
6758,city_16,Has relevent experience,Graduate,STEM,18,50-99,1,28,0
12323,city_101,Has relevent experience,Graduate,STEM,14,,1,4,0
18913,city_83,Has relevent experience,Masters,STEM,>20,50-99,4,12,0
30199,city_136,No relevent experience,Graduate,STEM,2,,never,36,0
19546,city_57,Has relevent experience,Graduate,STEM,5,100-500,1,48,1
14937,city_160,Has relevent experience,Graduate,STEM,>20,50-99,>4,23,0
10393,city_103,Has relevent experience,Graduate,STEM,15,1000-4999,>4,90,0
16719,city_16,No relevent experience,Primary School,,6,,never,3,0
17302,city_90,No relevent experience,Graduate,STEM,9,100-500,3,13,0
24303,city_21,Has relevent experience,Masters,STEM,4,10-49,2,30,1
23280,city_142,Has relevent experience,Graduate,STEM,1,,1,43,1
32688,city_159,Has relevent experience,Masters,STEM,7,5000-9999,never,43,0
22984,city_16,Has relevent experience,Masters,STEM,15,,1,56,0
16910,city_103,No relevent experience,Masters,STEM,9,1000-4999,1,12,0
17098,city_103,Has relevent experience,Graduate,STEM,>20,5000-9999,2,184,0
13318,city_21,Has relevent experience,Graduate,STEM,4,100-500,2,12,0
10704,city_152,Has relevent experience,Masters,STEM,10,,3,18,0
4462,city_21,Has relevent experience,Graduate,STEM,15,1000-4999,2,166,0
29437,city_103,Has relevent experience,Phd,STEM,>20,10-49,1,202,0
31701,city_103,Has relevent experience,Masters,Humanities,>20,50-99,>4,92,0
10486,city_33,No relevent experience,Graduate,Other,2,500-999,2,154,1
26858,city_160,Has relevent experience,Graduate,STEM,16,10-49,2,336,0
21409,city_143,Has relevent experience,Graduate,STEM,6,50-99,2,44,0
1217,city_105,Has relevent experience,Graduate,STEM,12,50-99,>4,25,0
18362,city_21,Has relevent experience,Graduate,STEM,5,1000-4999,1,89,0
8369,city_16,Has relevent experience,Phd,STEM,14,500-999,1,26,0
844,city_103,No relevent experience,Graduate,STEM,15,500-999,3,286,0
31898,city_23,Has relevent experience,Graduate,STEM,18,<10,1,112,0
5270,city_136,Has relevent experience,Masters,STEM,>20,<10,2,37,1
22540,city_123,Has relevent experience,Graduate,STEM,8,5000-9999,1,17,1
10692,city_100,Has relevent experience,High School,,16,500-999,>4,178,0
15261,city_83,Has relevent experience,Masters,STEM,6,10000+,>4,10,0
22781,city_162,No relevent experience,Masters,STEM,3,,1,26,0
29951,city_19,No relevent experience,Graduate,STEM,3,,never,23,0
31794,city_103,Has relevent experience,Masters,STEM,>20,1000-4999,>4,101,0
14757,city_21,Has relevent experience,Masters,STEM,10,100-500,4,44,1
11231,city_103,No relevent experience,Graduate,STEM,5,100-500,,24,0
802,city_103,No relevent experience,Graduate,STEM,2,1000-4999,1,138,0
12182,city_100,No relevent experience,Primary School,,6,,never,34,0
24308,city_21,Has relevent experience,Graduate,STEM,10,10-49,2,20,1
19276,city_114,Has relevent experience,Graduate,STEM,3,,2,29,1
25302,city_144,Has relevent experience,Graduate,STEM,17,100-500,>4,20,0
24329,city_114,No relevent experience,Graduate,STEM,2,<10,never,184,0
16156,city_103,Has relevent experience,Graduate,STEM,14,50-99,>4,45,0
23579,city_84,Has relevent experience,Graduate,STEM,>20,10-49,>4,86,0
2023,city_76,No relevent experience,Graduate,STEM,1,1000-4999,1,70,1
2976,city_21,No relevent experience,Graduate,STEM,4,10-49,never,20,0
24673,city_160,Has relevent experience,Graduate,STEM,10,100-500,>4,10,0
6221,city_103,Has relevent experience,High School,,6,100-500,>4,22,0
2103,city_21,Has relevent experience,Graduate,STEM,6,100-500,1,20,1
1797,city_21,Has relevent experience,Graduate,STEM,6,50-99,1,216,1
16893,city_103,Has relevent experience,Graduate,STEM,5,10000+,2,40,0
1378,city_75,Has relevent experience,Graduate,STEM,17,50-99,3,71,0
32709,city_103,Has relevent experience,Graduate,STEM,7,100-500,2,22,0
8893,city_103,Has relevent experience,Graduate,Humanities,>20,10000+,4,85,0
841,city_73,Has relevent experience,Graduate,STEM,4,5000-9999,3,62,0
7962,city_67,Has relevent experience,Graduate,STEM,4,10000+,1,13,0
24255,city_144,Has relevent experience,Masters,STEM,6,50-99,1,29,1
18164,city_103,Has relevent experience,Graduate,Humanities,1,50-99,1,15,0
7051,city_104,Has relevent experience,,,12,,never,48,0
15071,city_114,No relevent experience,Graduate,No Major,8,,2,18,1
281,city_103,Has relevent experience,Graduate,STEM,17,50-99,4,11,0
29489,city_16,No relevent experience,Graduate,STEM,6,100-500,1,8,1
16480,city_71,No relevent experience,Graduate,STEM,2,,1,20,0
17604,city_100,Has relevent experience,Graduate,STEM,7,<10,1,25,0
29442,city_21,Has relevent experience,Graduate,STEM,8,10-49,1,4,0
13281,city_103,No relevent experience,High School,,9,,never,144,0
22572,city_76,No relevent experience,Graduate,STEM,4,10000+,1,138,1
21003,city_73,No relevent experience,Graduate,STEM,6,10000+,2,23,0
10915,city_102,Has relevent experience,Phd,STEM,17,,2,91,0
9886,city_104,Has relevent experience,Primary School,,15,100-500,2,58,0
23300,city_160,No relevent experience,Graduate,STEM,3,10-49,1,123,0
26029,city_160,Has relevent experience,Graduate,STEM,15,,2,112,1
16394,city_21,No relevent experience,Graduate,STEM,2,10000+,2,48,0
8631,city_45,Has relevent experience,Graduate,STEM,5,,1,14,0
33035,city_103,Has relevent experience,Masters,STEM,15,1000-4999,1,57,0
9961,city_103,Has relevent experience,Graduate,Other,>20,50-99,>4,13,0
14197,city_136,No relevent experience,Masters,STEM,7,10-49,1,24,0
12766,city_103,Has relevent experience,Graduate,STEM,>20,10000+,3,136,0
11165,city_23,Has relevent experience,Graduate,STEM,20,5000-9999,1,30,0
33211,city_103,Has relevent experience,Masters,Arts,>20,100-500,>4,10,0
28716,city_93,Has relevent experience,Graduate,STEM,14,50-99,1,140,0
33310,city_21,Has relevent experience,Graduate,STEM,3,10000+,1,47,0
28266,city_21,Has relevent experience,Graduate,STEM,7,100-500,1,220,1
10953,city_160,Has relevent experience,High School,,>20,<10,>4,10,0
7181,city_103,No relevent experience,Graduate,Arts,1,,1,48,1
23638,city_11,Has relevent experience,Graduate,STEM,3,,1,161,0
11653,city_45,Has relevent experience,Graduate,STEM,>20,10-49,1,61,0
3049,city_67,Has relevent experience,Graduate,STEM,12,1000-4999,1,47,0
20024,city_16,Has relevent experience,Graduate,STEM,>20,10-49,>4,52,0
19453,city_77,Has relevent experience,Masters,STEM,9,50-99,1,66,0
10528,city_149,No relevent experience,Graduate,STEM,2,100-500,1,39,0
4415,city_103,Has relevent experience,Graduate,STEM,10,10000+,1,52,0
16746,city_103,No relevent experience,Primary School,,3,,never,111,0
33143,city_103,No relevent experience,Graduate,No Major,1,1000-4999,1,95,1
25799,city_160,No relevent experience,Graduate,STEM,1,,never,112,0
22521,city_50,Has relevent experience,Graduate,STEM,16,,4,244,0
21065,city_50,No relevent experience,High School,,4,,never,168,0
17052,city_90,Has relevent experience,,,,,>4,118,1
13545,city_16,Has relevent experience,Masters,STEM,>20,5000-9999,>4,124,0
3913,city_103,Has relevent experience,Graduate,STEM,20,50-99,4,43,0
25599,city_21,Has relevent experience,Masters,STEM,10,10000+,never,14,0
3726,city_136,Has relevent experience,Masters,STEM,>20,10-49,>4,254,0
18196,city_75,Has relevent experience,Graduate,STEM,>20,50-99,4,320,0
30411,city_114,Has relevent experience,Masters,STEM,>20,10000+,1,32,0
7685,city_103,Has relevent experience,Graduate,STEM,>20,10000+,1,98,0
5865,city_102,Has relevent experience,Masters,STEM,>20,50-99,2,2,0
1892,city_103,Has relevent experience,Masters,STEM,2,,1,33,1
17173,city_28,No relevent experience,Phd,STEM,>20,500-999,>4,106,0
10464,city_103,No relevent experience,Masters,STEM,15,10-49,1,10,0
26050,city_103,Has relevent experience,Graduate,STEM,>20,,>4,129,0
31946,city_11,Has relevent experience,Masters,STEM,11,100-500,never,51,0
4719,city_80,Has relevent experience,Graduate,STEM,5,<10,1,67,0
9311,city_16,Has relevent experience,Graduate,STEM,>20,<10,>4,99,0
29146,city_142,Has relevent experience,High School,,1,50-99,never,23,0
8992,city_103,Has relevent experience,Graduate,STEM,>20,50-99,1,151,0
4028,city_103,Has relevent experience,Masters,Humanities,>20,,2,84,0
28071,city_103,Has relevent experience,Graduate,STEM,>20,10000+,2,242,0
31205,city_103,Has relevent experience,Graduate,STEM,6,10000+,2,220,0
32247,city_103,Has relevent experience,Graduate,STEM,>20,10-49,never,31,0
21073,city_16,No relevent experience,Masters,Humanities,13,,never,62,0
7449,city_67,Has relevent experience,Graduate,STEM,6,10-49,3,12,0
17120,city_115,Has relevent experience,Masters,STEM,9,10-49,4,6,1
15993,city_21,Has relevent experience,Graduate,STEM,15,100-500,4,22,0
30692,city_162,No relevent experience,Graduate,STEM,4,,1,13,1
22158,city_103,No relevent experience,Graduate,STEM,3,10000+,1,25,0
23190,city_103,Has relevent experience,Masters,STEM,7,50-99,2,168,0
22844,city_114,Has relevent experience,Masters,STEM,>20,100-500,>4,24,0
10766,city_74,Has relevent experience,Graduate,STEM,9,,1,2,0
13972,city_136,Has relevent experience,Masters,STEM,19,10-49,>4,42,0
